PARTY_ID|CUSTOMER_ID|PARTY_ROLE_ID
145|113987|3
145|59294|2
145|78805|6
145|116264|5
146|146|1
146|65219|7
146|21202|8
146|63207|3
146|75748|5
147|147|1
147|11337|3
147|17695|2
147|105982|4
148|148|1
149|149|1
150|150|1
150|28786|3
150|106604|2
150|20577|5
151|151|1
151|108249|5
151|36830|5
151|37639|8
152|152|1
152|12079|2
153|153|1
153|55285|7
154|154|1
154|103474|2
155|155|1
156|156|1
156|69267|7
156|85079|8
157|157|1
157|113488|3
157|71524|6
157|43399|4
157|19321|2
158|158|1
159|159|1
159|39912|2
159|89718|3
159|50762|5
160|160|1
161|161|1
161|31473|4
162|162|1
162|90291|2
162|59798|2
162|104528|2
162|95590|4
163|163|1
164|164|1
164|75320|6
164|43609|2
165|165|1
165|70171|3
165|65079|4
165|35346|8
165|73906|7
166|166|1
166|108962|8
166|97333|7
166|65195|8
166|5194|5
167|167|1
167|3563|7
167|94982|6
167|61095|5
167|63363|2
168|168|1
169|169|1
169|47663|5
169|117816|4
169|34247|2
169|117083|8
170|170|1
170|70442|3
170|41446|8
170|82972|5
171|171|1
172|172|1
172|13703|5
172|15706|3
173|173|1
173|115897|2
174|174|1
174|16370|2
174|65577|5
174|89897|7
175|175|1
175|114932|2
175|714|6
175|10018|3
175|55245|8
176|176|1
176|17937|7
176|102438|2
176|29660|4
176|112988|8
177|177|1
177|4335|7
177|10306|5
178|178|1
178|105603|2
178|23343|2
179|179|1
180|180|1
181|181|1
181|46904|6
181|18131|4
181|58998|8
181|8073|2
182|182|1
182|4509|6
182|12039|4
182|86249|8
183|183|1
183|90368|7
183|11885|4
183|1160|3
184|184|1
184|8864|7
184|23432|6
184|96521|6
184|26898|5
185|185|1
185|118246|7
185|92400|7
185|94401|4
185|89171|2
186|186|1
187|187|1
187|95081|4
187|12702|2
188|188|1
188|90258|4
188|73862|8
189|189|1
189|97045|2
190|190|1
190|24330|4
190|20604|3
191|191|1
191|70305|4
191|56536|2
191|8005|2
191|48167|2
192|192|1
192|46963|2
192|60186|6
193|193|1
194|194|1
194|62369|5
194|21080|2
194|275|7
194|51384|6
195|195|1
195|85780|5
195|77143|8
196|196|1
197|197|1
198|198|1
199|199|1
199|77692|4
199|102329|4
199|5968|2
199|59772|8
200|200|1
200|53654|2
200|70802|2
200|13670|2
201|201|1
202|202|1
202|87095|8
202|51179|2
202|41496|4
203|203|1
203|77279|2
203|33618|4
203|98170|7
204|204|1
204|57378|4
204|25252|3
204|13171|6
204|1880|8
205|205|1
205|11624|2
206|206|1
207|207|1
207|113281|7
208|208|1
208|38409|2
208|84192|7
209|209|1
209|31873|6
209|40586|7
210|210|1
210|90700|4
210|99089|4
210|47060|3
211|211|1
212|212|1
212|25046|8
212|24561|5
213|213|1
214|214|1
214|74506|6
214|113323|3
215|215|1
215|47785|2
215|30191|2
215|117744|2
215|88728|5
216|216|1
216|5304|5
216|87938|4
216|83529|2
216|72172|2
217|217|1
217|75278|7
217|69307|7
217|14296|7
217|76049|2
218|218|1
218|89150|6
218|83524|2
218|81983|5
218|72046|2
219|219|1
219|53703|5
220|220|1
220|105113|2
220|117238|5
220|65269|5
221|221|1
221|59674|2
222|222|1
223|223|1
224|224|1
224|109824|2
225|225|1
225|11301|7
225|22938|4
225|24119|5
226|226|1
226|29124|5
227|227|1
227|23185|3
228|228|1
228|94014|8
228|82951|5
229|229|1
229|35585|2
230|230|1
230|17464|2
230|65934|5
230|19090|2
231|231|1
231|40772|7
231|3565|4
231|37064|7
232|232|1
232|1088|6
233|233|1
233|65379|5
233|88866|8
233|14109|5
233|40474|6
234|234|1
234|102896|4
234|116178|8
235|235|1
235|57137|6
236|236|1
237|237|1
237|49306|5
238|238|1
239|239|1
239|30709|5
239|100488|3
239|99279|8
240|240|1
240|85518|3
240|105247|7
241|241|1
242|242|1
242|63945|7
242|7247|7
242|111930|4
242|9849|3
243|243|1
244|244|1
244|40017|2
245|245|1
245|106769|8
245|52823|5
246|246|1
246|4693|2
246|53862|2
246|15339|8
247|247|1
247|66168|2
248|248|1
249|249|1
249|33386|7
250|250|1
250|24306|6
250|97638|6
250|26817|5
250|2018|2
251|251|1
252|252|1
252|40527|6
253|253|1
253|79937|2
253|6139|2
253|4278|2
254|254|1
254|46746|4
255|255|1
255|25225|3
255|9492|8
255|80277|7
255|61344|7
256|256|1
256|33587|7
256|75466|7
256|64671|4
257|257|1
258|258|1
258|71182|6
258|15091|8
259|259|1
259|38387|2
259|3784|3
260|260|1
260|55065|8
260|63544|7
260|110041|3
261|261|1
261|62403|2
261|8168|7
262|262|1
262|3841|8
262|113078|3
262|52747|3
263|263|1
263|107154|8
263|68248|7
263|50084|2
263|17004|4
264|264|1
264|24394|4
264|70002|3
264|19387|5
264|49887|2
265|265|1
265|20787|6
266|266|1
266|84982|5
266|83104|8
267|267|1
267|5549|2
267|31927|4
267|36662|5
267|106518|4
268|268|1
268|50676|6
268|7095|6
269|269|1
270|270|1
270|80074|5
270|87789|3
270|53055|8
270|915|2
271|271|1
272|272|1
272|83878|6
272|99253|2
272|37737|8
273|273|1
273|8743|8
274|274|1
275|275|1
276|276|1
276|18364|4
276|77208|2
276|42301|5
276|86537|7
277|277|1
277|76865|5
277|107527|6
278|278|1
278|9281|4
278|97727|6
278|24174|2
279|279|1
280|280|1
280|51542|4
280|119823|2
280|49773|4
280|28766|2
281|281|1
281|8826|6
281|50|7
281|23556|2
282|282|1
282|82184|2
283|283|1
283|103370|7
283|16453|3
283|55054|7
284|284|1
284|61169|4
285|285|1
286|286|1
286|3638|4
286|39898|2
287|287|1
287|25031|2
287|21664|4
287|11604|7
287|23620|5
288|288|1
289|289|1
290|290|1
290|98795|5
291|291|1
292|292|1
292|86509|2
292|34302|8
293|293|1
293|33263|5
293|104567|8
293|27048|7
293|38059|8
294|294|1
294|43788|3
294|115020|5
295|295|1
296|296|1
296|15191|6
296|90031|3
296|73870|5
296|73752|4
297|297|1
297|61421|2
297|30612|5
297|23461|2
297|104216|2
298|298|1
298|114812|6
298|68697|6
298|56671|5
299|299|1
299|36941|6
299|5485|8
299|68447|5
300|300|1
301|301|1
301|112360|5
301|63805|6
302|302|1
302|119171|7
302|27225|2
302|50180|2
302|16819|2
303|303|1
303|25967|5
303|47044|6
303|92050|2
303|68958|8
304|304|1
304|100263|6
304|104511|3
304|3376|2
304|100218|4
305|305|1
305|108699|7
305|90923|4
305|83448|2
305|111186|4
306|306|1
306|36532|7
306|96498|6
306|49236|6
306|72458|5
307|307|1
307|91764|2
307|86269|3
308|308|1
308|90190|7
309|309|1
309|62043|8
310|310|1
310|27893|6
311|311|1
311|100437|5
311|22819|4
312|312|1
312|63565|2
312|57657|4
312|118564|5
313|313|1
313|59184|6
313|92567|5
314|314|1
315|315|1
315|33024|8
315|107228|2
315|103630|8
316|316|1
317|317|1
317|93151|8
318|318|1
319|319|1
320|320|1
320|103629|6
320|45477|2
320|90176|8
320|88751|5
321|321|1
321|57398|2
321|10448|4
321|5869|3
322|322|1
322|11727|3
322|60097|8
322|58047|2
322|31413|5
323|323|1
323|34239|7
323|16281|4
323|61745|2
323|83512|5
324|324|1
325|325|1
325|17026|7
325|112944|7
325|89185|6
325|32369|4
326|326|1
326|51539|7
326|66562|2
327|327|1
327|14479|5
327|1161|3
327|13171|8
328|328|1
329|329|1
329|63337|8
330|330|1
330|35460|7
330|35557|6
330|70075|8
331|331|1
331|9247|7
332|332|1
332|117414|2
332|67821|2
333|333|1
333|43282|2
333|27637|6
333|91506|6
334|334|1
334|31259|4
334|65175|5
335|335|1
335|116502|2
335|84954|4
335|76672|4
336|336|1
336|89134|5
336|114473|2
337|337|1
338|338|1
338|82537|5
338|65195|4
339|339|1
339|45422|5
340|340|1
340|10210|6
340|35885|7
340|11068|7
340|118009|8
341|341|1
341|111022|2
341|64516|3
341|78391|7
342|342|1
343|343|1
343|57647|3
343|62389|5
343|71805|4
343|56872|2
344|344|1
344|76558|4
344|89749|2
344|3889|5
344|86079|3
345|345|1
345|11298|2
346|346|1
346|93901|5
346|88232|2
346|78855|2
347|347|1
347|67553|2
348|348|1
348|59218|2
349|349|1
349|18328|4
349|59203|3
349|109499|5
349|20523|2
350|350|1
351|351|1
351|13754|5
351|35649|3
351|58393|2
352|352|1
353|353|1
353|61147|3
353|1719|2
353|2687|2
354|354|1
354|118785|4
354|94036|2
354|117310|7
354|8624|8
355|355|1
355|70868|3
355|99487|2
356|356|1
356|20756|3
357|357|1
357|28460|7
357|55369|5
357|70725|2
357|83252|5
358|358|1
359|359|1
359|60097|5
359|21166|6
359|85195|4
360|360|1
360|102564|4
360|106278|5
360|3762|2
361|361|1
362|362|1
362|99639|4
362|45664|4
362|88771|8
362|10913|7
363|363|1
363|71212|8
363|115603|7
363|22207|2
363|53163|3
364|364|1
365|365|1
366|366|1
367|367|1
367|92055|2
368|368|1
368|9450|4
368|7952|2
368|13033|6
368|103029|2
369|369|1
369|113481|4
369|13082|2
369|63127|2
369|113923|7
370|370|1
371|371|1
371|52538|6
371|7736|6
372|372|1
372|119164|3
372|574|4
372|46927|2
373|373|1
373|104519|5
373|39270|7
373|5946|2
374|374|1
375|375|1
375|61956|3
375|58892|3
375|23858|3
375|87520|2
376|376|1
376|28776|4
377|377|1
377|77971|2
378|378|1
378|36224|5
378|24206|6
378|58552|2
378|12000|3
379|379|1
379|105507|6
380|380|1
380|61579|3
380|96221|5
380|19268|7
380|8454|8
381|381|1
381|33621|6
381|92280|4
381|113182|8
381|30824|3
382|382|1
382|95320|3
382|74323|4
382|55059|2
382|56697|4
383|383|1
383|33782|6
383|16047|4
384|384|1
384|79969|6
385|385|1
385|109906|8
386|386|1
386|49847|7
387|387|1
387|117982|2
387|92693|6
387|64714|6
388|388|1
388|111384|8
388|96499|6
389|389|1
389|99527|4
389|39973|2
389|65919|7
390|390|1
390|104724|5
390|14199|2
390|62111|4
390|33561|5
391|391|1
391|109377|6
391|108328|7
392|392|1
392|66637|7
392|63511|5
393|393|1
393|59976|3
394|394|1
395|395|1
395|116546|3
396|396|1
396|75193|8
397|397|1
398|398|1
398|24737|2
398|74237|8
399|399|1
399|117261|8
400|400|1
401|401|1
401|38148|5
402|402|1
402|93712|6
403|403|1
403|10446|5
403|92229|8
404|404|1
404|55402|4
404|87016|5
404|108351|2
404|59865|7
405|405|1
405|51911|2
405|119099|5
405|78112|2
406|406|1
406|36590|4
406|14164|8
406|73993|5
406|37194|3
407|407|1
407|112430|8
407|866|8
407|101513|6
407|77771|5
408|408|1
409|409|1
409|29524|3
409|107016|8
409|3709|2
410|410|1
410|4469|5
411|411|1
411|20970|4
411|117087|2
412|412|1
412|50865|4
413|413|1
414|414|1
415|415|1
415|59366|2
416|416|1
416|53967|5
416|19694|2
417|417|1
417|104382|2
417|80543|8
417|64264|7
417|32112|5
418|418|1
418|22472|7
419|419|1
419|97756|5
419|110977|5
419|96273|4
420|420|1
420|100245|7
421|421|1
421|79184|2
421|5706|2
422|422|1
422|9268|2
422|30230|2
422|88147|2
423|423|1
423|84285|8
423|67237|2
423|113415|8
423|93805|2
424|424|1
424|22173|2
424|49956|6
424|25938|6
425|425|1
425|86888|8
426|426|1
426|19720|8
426|76102|2
426|65229|6
427|427|1
427|106182|6
427|69156|7
427|115027|6
428|428|1
429|429|1
430|430|1
430|36189|4
431|431|1
431|36135|2
431|102611|7
432|432|1
432|7745|6
433|433|1
433|95780|7
434|434|1
434|115561|5
434|4310|6
434|106157|5
434|7358|2
435|435|1
435|81316|4
436|436|1
437|437|1
437|58294|2
437|13985|7
438|438|1
438|8120|5
438|3977|7
438|87154|7
438|91808|5
439|439|1
439|102615|5
439|104741|5
440|440|1
440|83890|7
441|441|1
442|442|1
443|443|1
444|444|1
444|30728|6
444|71743|2
444|104791|6
444|74970|2
445|445|1
445|717|3
445|28617|7
445|29110|2
445|68534|7
446|446|1
446|72480|4
446|4151|3
446|52042|7
446|35240|5
447|447|1
447|6292|8
447|3437|5
448|448|1
449|449|1
449|77920|3
449|108913|4
450|450|1
450|6528|3
450|2894|5
450|50961|4
450|104111|4
451|451|1
451|26493|3
452|452|1
452|69221|5
452|82799|6
452|70982|2
453|453|1
453|4482|8
453|102397|5
454|454|1
454|19047|6
454|54179|7
454|100105|6
454|98971|4
455|455|1
455|41925|4
456|456|1
457|457|1
457|1797|4
458|458|1
458|64397|5
458|39959|4
458|115635|8
458|31681|4
459|459|1
459|26615|4
459|106103|2
459|40294|8
459|54849|2
460|460|1
460|13002|8
460|64643|2
461|461|1
461|77594|6
462|462|1
462|52841|5
463|463|1
463|77633|2
463|109340|3
463|114468|3
463|110498|6
464|464|1
465|465|1
465|26830|6
466|466|1
466|84042|4
467|467|1
467|83809|4
467|67461|2
467|26873|8
467|29837|2
468|468|1
468|22903|3
468|36515|2
468|31844|7
469|469|1
469|74288|2
470|470|1
470|62199|5
471|471|1
471|104233|7
471|61150|8
472|472|1
472|9804|6
472|12247|3
472|84512|7
473|473|1
473|51245|2
473|86611|2
473|31575|6
474|474|1
474|16674|3
474|28965|3
474|78886|2
475|475|1
475|58122|5
475|32546|8
475|109060|3
475|16518|2
476|476|1
477|477|1
478|478|1
478|85066|7
478|9824|6
478|31105|3
479|479|1
479|2232|2
479|22108|4
480|480|1
480|24740|6
480|10315|8
480|42426|7
480|83094|3
481|481|1
481|76214|8
481|12514|6
481|52330|7
482|482|1
482|105882|5
482|39668|6
483|483|1
483|115238|5
484|484|1
484|25661|4
484|117188|8
484|59360|5
484|8165|4
485|485|1
485|80280|2
485|117298|7
485|94111|2
486|486|1
486|36631|7
486|110333|3
487|487|1
487|67546|7
487|11951|3
488|488|1
488|102882|8
488|42864|6
488|14797|3
489|489|1
489|78869|3
490|490|1
490|17295|2
490|55019|2
490|41515|2
491|491|1
491|109780|7
492|492|1
492|50502|5
493|493|1
493|79403|3
493|49219|2
494|494|1
494|115101|7
494|6326|6
494|51579|8
494|74655|5
495|495|1
495|22188|3
496|496|1
496|32646|7
496|22674|6
496|107656|5
497|497|1
497|15914|3
497|89428|2
498|498|1
498|61207|7
498|11685|4
499|499|1
499|59385|2
499|29124|2
499|425|4
500|500|1
500|61264|6
500|54411|7
500|69738|2
500|88128|7
501|501|1
501|89415|5
501|95255|5
502|502|1
502|71420|8
502|85247|2
503|503|1
503|68957|2
503|58239|6
504|504|1
505|505|1
505|112259|2
505|89370|3
505|40508|3
505|3759|7
506|506|1
507|507|1
507|26181|7
507|110734|8
507|68946|2
508|508|1
508|104746|4
509|509|1
509|31260|2
509|97255|2
510|510|1
510|14716|7
510|63665|8
511|511|1
512|512|1
512|27058|4
512|46027|2
513|513|1
513|10034|5
514|514|1
514|76683|8
514|50462|5
514|49883|3
515|515|1
515|119665|2
515|13427|4
516|516|1
516|116797|2
516|26609|2
517|517|1
517|29202|2
517|38829|8
517|30875|2
518|518|1
519|519|1
520|520|1
520|71345|7
520|32522|2
520|113110|3
521|521|1
521|878|5
521|52319|6
521|37337|7
521|117375|4
522|522|1
522|47740|5
522|92860|6
522|80654|7
523|523|1
523|80441|4
524|524|1
525|525|1
525|99577|8
526|526|1
526|103824|3
526|8312|7
527|527|1
527|101521|7
527|77400|8
528|528|1
528|102319|7
528|6023|2
528|34393|7
529|529|1
529|118853|3
529|51303|7
529|15947|4
529|75428|2
530|530|1
531|531|1
531|92662|4
532|532|1
533|533|1
533|84653|2
534|534|1
534|80403|5
534|38493|6
535|535|1
535|3931|4
536|536|1
536|16445|3
537|537|1
538|538|1
538|17262|8
538|77202|2
538|115734|3
539|539|1
539|58366|7
539|51533|8
539|35882|6
539|78587|7
540|540|1
540|80943|4
540|31837|4
540|34819|7
540|39707|4
541|541|1
542|542|1
542|67197|4
542|104983|6
542|57772|7
543|543|1
544|544|1
544|28805|2
544|57237|5
544|53042|2
544|46012|6
545|545|1
545|28064|2
545|8012|2
546|546|1
546|99054|6
547|547|1
547|75734|6
548|548|1
548|22329|2
549|549|1
549|103205|4
549|82136|3
550|550|1
551|551|1
551|96344|2
552|552|1
552|53243|4
552|51556|2
552|5858|8
553|553|1
553|44081|5
553|96191|7
553|111683|3
554|554|1
554|45238|7
554|58777|3
555|555|1
555|77941|7
556|556|1
556|112221|5
556|91589|3
556|89735|6
557|557|1
557|117997|6
557|82430|6
557|41337|2
558|558|1
559|559|1
559|113688|8
559|29071|6
559|6364|4
559|47249|6
560|560|1
560|41451|3
560|116055|4
561|561|1
561|72814|8
561|15100|2
561|37949|6
561|102483|2
562|562|1
562|109714|2
562|31074|4
562|114839|7
563|563|1
563|62445|2
563|103120|5
564|564|1
564|108965|6
565|565|1
565|51603|2
565|83994|5
565|153|6
566|566|1
566|48833|2
567|567|1
568|568|1
568|19093|2
568|86466|2
569|569|1
570|570|1
571|571|1
571|12600|2
571|26264|6
572|572|1
572|32599|4
572|117337|5
572|118252|2
573|573|1
573|48819|8
573|6289|7
573|2301|5
574|574|1
574|18289|4
574|106019|7
575|575|1
575|88777|2
576|576|1
576|10879|3
576|99346|7
576|72959|2
576|26396|4
577|577|1
577|99072|8
577|68820|6
578|578|1
578|67827|2
578|43879|7
578|50169|3
579|579|1
580|580|1
581|581|1
581|39651|8
581|8959|6
582|582|1
583|583|1
583|87517|7
584|584|1
584|47867|3
584|22945|6
584|20957|4
585|585|1
585|7317|7
586|586|1
586|119890|5
587|587|1
587|57848|4
588|588|1
588|101847|2
588|53536|2
588|6389|2
589|589|1
589|83156|7
589|88208|4
589|98466|7
589|28162|2
590|590|1
590|77216|5
591|591|1
591|118260|3
591|69907|2
591|27744|2
591|22687|6
592|592|1
592|72030|7
592|15609|7
592|99649|3
592|17402|2
593|593|1
594|594|1
595|595|1
596|596|1
596|119387|5
596|84678|3
596|68468|8
596|28321|2
597|597|1
597|33766|4
598|598|1
599|599|1
599|25765|6
599|57551|4
599|9681|5
599|115383|3
600|600|1
600|36049|2
600|54643|3
600|114995|5
601|601|1
601|28279|4
602|602|1
602|81929|2
602|67519|6
602|71843|7
603|603|1
603|29499|8
604|604|1
604|55662|2
604|45578|6
604|4992|4
604|89902|2
605|605|1
605|23417|3
605|751|4
605|107967|4
605|42362|2
606|606|1
606|50149|8
607|607|1
607|50264|8
607|82734|2
608|608|1
608|49142|5
608|63590|5
608|68433|2
608|116371|2
609|609|1
609|21918|7
610|610|1
611|611|1
611|61673|2
611|28806|8
612|612|1
612|109952|6
612|75628|6
612|51960|3
613|613|1
613|93609|8
613|15834|2
614|614|1
614|61805|4
614|45262|8
614|41292|4
614|101373|4
615|615|1
615|61733|2
615|102703|2
616|616|1
617|617|1
618|618|1
618|37157|5
618|49160|2
619|619|1
619|48101|3
620|620|1
620|9770|5
621|621|1
621|75785|7
621|95489|3
621|114515|3
622|622|1
623|623|1
623|33647|5
623|37421|4
623|46074|8
624|624|1
625|625|1
626|626|1
627|627|1
627|82769|5
627|111121|3
627|107513|5
627|117368|4
628|628|1
628|113266|2
628|53634|2
628|95303|5
629|629|1
630|630|1
630|40490|7
630|77371|6
631|631|1
631|13123|4
632|632|1
632|80559|2
632|5148|3
632|104324|6
632|27839|7
633|633|1
634|634|1
634|33679|3
635|635|1
636|636|1
637|637|1
637|33581|3
637|57518|4
638|638|1
638|9626|5
638|12672|3
638|73642|7
638|114021|7
639|639|1
640|640|1
640|110359|6
640|26175|2
641|641|1
641|31283|2
641|117734|2
642|642|1
642|72634|2
642|104897|8
642|106444|8
642|112781|7
643|643|1
643|26696|2
643|84777|5
644|644|1
644|104543|2
645|645|1
645|48116|2
645|5565|7
645|7126|4
646|646|1
646|48058|5
646|61944|4
647|647|1
647|35433|7
648|648|1
648|97167|5
648|95410|8
648|98850|2
649|649|1
649|73526|2
649|15661|5
649|24040|2
650|650|1
650|101491|4
650|63167|3
650|67432|8
651|651|1
651|67168|2
651|28460|7
651|9864|2
651|16353|2
652|652|1
652|108333|7
652|29697|5
653|653|1
653|96345|2
653|93452|2
653|58435|4
653|12089|2
654|654|1
654|10398|3
655|655|1
656|656|1
656|33445|8
656|54607|5
657|657|1
657|55219|2
657|87912|2
657|99129|5
658|658|1
658|26504|8
658|3125|2
658|116052|8
659|659|1
659|79191|7
659|62833|3
659|42975|2
659|26556|7
660|660|1
660|90740|6
660|22916|3
660|110687|7
661|661|1
661|106481|2
661|116825|7
661|56150|6
662|662|1
662|107876|5
662|47813|7
663|663|1
663|108443|8
663|28062|3
663|75278|8
663|104854|5
664|664|1
665|665|1
665|9569|8
665|100371|6
665|100791|8
665|31039|2
666|666|1
667|667|1
667|32881|6
667|46658|2
667|31643|8
668|668|1
668|88106|4
668|44045|3
668|116867|2
668|33766|4
669|669|1
669|66214|8
669|66015|3
669|91300|2
670|670|1
670|41254|5
670|37740|2
670|56021|2
670|61280|3
671|671|1
671|113614|2
672|672|1
672|39330|7
672|7358|6
673|673|1
674|674|1
675|675|1
676|676|1
676|56699|4
677|677|1
677|53087|2
678|678|1
678|28151|4
678|109924|2
678|1491|3
678|116628|2
679|679|1
679|51217|8
679|71276|3
679|34839|5
680|680|1
680|84726|4
680|23354|4
680|97773|6
680|12162|2
681|681|1
681|87355|7
681|20535|2
682|682|1
682|20831|2
682|65048|2
682|22641|2
682|34539|7
683|683|1
683|24053|6
683|32168|3
683|95331|7
683|20896|6
684|684|1
684|90383|4
684|91976|3
684|90569|4
684|20345|8
685|685|1
685|45725|3
686|686|1
687|687|1
687|88053|4
687|116555|6
688|688|1
689|689|1
689|24583|6
689|42692|4
689|85914|7
690|690|1
691|691|1
691|12696|2
691|41578|8
691|87587|3
691|46424|4
692|692|1
692|49054|8
692|20694|3
693|693|1
693|84328|8
693|27925|6
693|80852|4
693|23747|8
694|694|1
694|4581|7
695|695|1
695|40715|7
695|10212|5
695|49092|4
696|696|1
696|32541|6
696|36969|5
696|53665|3
697|697|1
698|698|1
698|3718|2
698|92862|7
698|40116|4
698|96319|8
699|699|1
699|63829|2
699|17286|6
699|111223|2
700|700|1
701|701|1
701|3602|3
701|14480|6
701|15468|5
702|702|1
702|86471|7
702|4294|2
703|703|1
703|2849|5
703|53136|3
703|49417|7
703|91817|8
704|704|1
704|81087|6
704|100470|6
704|86165|2
704|116325|7
705|705|1
705|53576|2
705|56350|4
705|112353|3
705|82672|4
706|706|1
706|68011|8
706|33487|7
706|118494|8
707|707|1
707|51656|2
707|103987|5
707|109874|2
